OBJECTID_1,Join_Count,TARGET_FID,area,count,lng,lat,NEAR_FID,NEAR_DIST,FID_1,OBJECTID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,分类,Shape_Leng,ori_label,CATEGORY,IDS,NUMS,SUBTYPE,OBJECTID_12,Label,Topic,Doc_ID,BertIds,labels
80,1,80,张之洞路首义路口,5,114.297463131000000,30.536733960999999,3506,0.000003529328735,3506,3892,231810579,5114,secondary,张之洞路 (紫阳路), ,F,0,0.000000000000000,F,F,城市主干道,840.273145526000010,944,住宅小区 婴儿游泳馆 彩票彩券销售点 湖南菜(湘菜) 住宅小区 湖南菜(湘菜) 药房 临街院门 药房 医疗保健服务场所 出入口 中餐厅 诊所 中餐厅 体育休闲服务场所 出入口 美容美发店 茶艺馆 公,680,984,住宅区 婴儿服务场所 彩票彩券销售点 中餐厅 住宅区 中餐厅 医药保健销售店 临街院门 医药保健销售店 医疗保健服务场所 地铁站 中餐厅 诊所 中餐厅 体育休闲服务场所 地铁站 美容美发店 茶,80,944,-1,680,680,-1
81,1,81,白马小路至果批段,30,114.424986414000000,30.596174949200002,2349,0.000412767917017,2349,2626,175745888,5115,tertiary,落雁路, ,B,0,0.000000000000000,F,F,城市次干道,1496.951096820000000,1702,酒吧 四川菜(川菜) 中餐厅 公司企业 超市 兴业银行ATM 公交车站相关 公交车站相关 驾校 宾馆酒店 中餐厅 宾馆酒店 公司 特色/地方风味餐厅,1372,14,娱乐场所 中餐厅 中餐厅 公司企业 超级市场 自动提款机 公交车站 公交车站 驾校 宾馆酒店 中餐厅 宾馆酒店 公司 中餐厅,81,1702,-1,1372,1372,-1
82,1,82,民族大道新竹路口,72,114.400596335000000,30.492415262500000,424,0.000001070347357,424,503,99480657,5115,tertiary,新竹路, ,B,0,0.000000000000000,F,F,城市次干道,2389.758610110000100,416,医疗保健用品 医疗保健服务场所 医疗保健用品 公司 停车场出入口 临街院门 专用停车场 临街院门 住宅小区 中介机构 建筑物门 图书馆 商务住宅相关 湖南菜(湘菜) 中介机构 住宅区 楼栋号 培,237,266,医药保健销售店 医疗保健服务场所 医药保健销售店 公司 停车场 临街院门 停车场 临街院门 住宅区 中介机构 建筑物门 图书馆 商务住宅相关 中餐厅 中介机构 住宅区 门牌信息 培训机构 住宅,82,416,-1,237,237,-1
83,1,83,东湖风景区落雁路涵洞,5,114.407894853000000,30.554488687199999,2036,0.001645684945490,2036,2272,149854929,5121,unclassified, , ,B,0,0.000000000000000,F,F,城市支路,2576.088319089999900,1149,风景名胜 风景名胜 生活服务场所 综合医院 美容美发店 风景名胜 风景名胜 风景名胜 风景名胜 国家级景点 风景名胜 风景名胜 风景名胜 风景名胜 风景名胜 政府及社会团体相关 风景名胜 交通,874,83,风景名胜 风景名胜 生活服务场所 综合医院 美容美发店 风景名胜 风景名胜 风景名胜 风景名胜 风景名胜 风景名胜 风景名胜 风景名胜 风景名胜 风景名胜 政府及社会团体相关 风景名胜 交通服,83,1149,1,874,874,1
84,1,84,南湖西路,9,114.339591213000010,30.490522091700001,259,0.000014316268785,259,293,98845207,5121,unclassified, , ,B,0,0.000000000000000,F,F,城市支路,688.022206898000040,404,汽车服务相关 洗衣店 餐饮相关 幼儿园 幼儿园 体育休闲服务场所 临街院门 中餐厅 临街院门 公共停车场 餐饮相关 洗浴推拿场所 湖南菜(湘菜) 公共停车场 临街院门 物流速递 茶艺馆 临街院正,225,114,汽车服务相关 洗衣店 餐饮相关场所 学校 学校 体育休闲服务场所 临街院门 中餐厅 临街院门 停车场 餐饮相关场所 洗浴推拿场所 中餐厅 停车场 临街院门 物流速递 茶艺馆 临街院门 医疗保健,84,404,-1,225,225,-1
85,1,85,江岸全民健身中心站,1,114.278864410000000,30.644300898899999,2916,0.001855191554970,2916,3273,188704910,5113,primary,后湖大道, ,F,60,0.000000000000000,F,F,城市主干道,6500.953464510000200,2221,四星级宾馆 棋牌室 洗浴推拿场所 公园 娱乐场所 中餐厅 运动场所 网球场 公共停车场 地市级政府及事业单位 科教文化场所 公共厕所 物流速递 驾校 政府及社会团体相关 公共停车场 公共停车,1759,84,宾馆酒店 娱乐场所 洗浴推拿场所 公园广场 娱乐场所 中餐厅 运动场馆 运动场馆 停车场 政府机关 科教文化场所 公共厕所 物流速递 驾校 政府及社会团体相关 停车场 停车场 公交车站 公交车,85,2221,5,1759,1759,5
86,1,86,南湖老人桥路,16,114.323887258000000,30.484767765400001,3455,0.000015566790657,3455,3841,231805317,5115,tertiary,南湖路, ,B,0,0.000000000000000,F,F,城市次干道,1506.813808639999900,278,中餐厅 中介机构 二手车交易 糕饼店 生活服务场所 中餐厅 小学 中介机构 生活服务场所 生活服务场所 中介机构 美容美发店 美容美发店 中介机构 中介机构 宠物市场 生活服务场所 生活服务场,135,358,中餐厅 中介机构 二手车交易 糕饼店 生活服务场所 中餐厅 学校 中介机构 生活服务场所 生活服务场所 中介机构 美容美发店 美容美发店 中介机构 中介机构 花鸟鱼虫市场 生活服务场所 生活服,86,278,4,135,135,4
87,1,87,姑嫂树兴业路,24,114.256969356000000,30.631931718400001,4607,0.000119858289904,4607,5047,329696023,5114,secondary, , ,F,0,0.000000000000000,F,F,城市主干道,1545.381133840000100,2095,特色/地方风味餐厅 住宅小区 临街院门 中餐厅 美容美发店 四川菜(川菜) 卫生院 中餐厅 四川菜(川菜) 中餐厅 中餐厅 临街院正门 药房 医疗保健用品 旅馆招待所 旅馆招待所 医疗保健服务场所,1686,787,中餐厅 住宅区 临街院门 中餐厅 美容美发店 中餐厅 综合医院 中餐厅 中餐厅 中餐厅 中餐厅 临街院门 医药保健销售店 医药保健销售店 旅馆招待所 旅馆招待所 医疗保健服务场所 宾馆酒店 宾,87,2095,4,1686,1686,4
88,1,88,王家湾往知音桥方向,5,114.280963957000000,30.626596802900000,4643,0.000031908628554,4643,5116,331158298,5113,primary,发展大道, ,F,0,0.000000000000000,F,F,城市主干道,833.976620188999960,2039,汽车综合维修 路口名 汽车综合维修 汽车综合维修 生活服务场所 路口名 路口名 临街院门 茶艺馆 科教文化场所 临街院门 公司企业 交通服务相关 政府及社会团体相关 律师事务所 餐饮相关 公,1654,377,汽车综合维修 交通地名 汽车综合维修 汽车综合维修 生活服务场所 交通地名 交通地名 临街院门 茶艺馆 科教文化场所 临街院门 公司企业 交通服务相关 政府及社会团体相关 事务所 餐饮相关,88,2039,-1,1654,1654,-1
89,1,89,国博中心通道南北向,24,114.234660527000000,30.510340524600000,5782,0.002079871388310,5782,6554,457991007,5121,unclassified, , ,B,0,0.000000000000000,F,F,城市支路,317.254763460999980,627,停车场出口 公共停车场 停车场入口 公共停车场 水族馆 地铁站 停车场入口 公共停车场 住宿服务相关 药房 公共停车场 公司企业 公共停车场 停车场入口 展览馆 公共停车场 临街院门 培训机构,395,57,停车场 停车场 停车场 停车场 公园广场 地铁站 停车场 停车场 住宿服务相关 医药保健销售店 停车场 公司企业 停车场 停车场 展览馆 停车场 临街院门 培训机构 停车场 停车场 停车场 停车场,89,627,-1,395,395,-1
90,1,90,珞瑜路卓北路口北进口道,20,114.340414198000000,30.594668202899999,120,0.000150400276187,120,150,87236321,5113,primary,友谊大道, ,F,0,0.000000000000000,F,F,城市主干道,134.168624255999990,1624,宾馆酒店 宾馆酒店 宾馆酒店 中餐厅 中餐厅 生活服务场所 洗浴推拿场所 培训机构 美容美发店 住宅小区 美容美发店 洗浴推拿场所 生活服务场所 生活服务场所 住宅小区 美容美发店 婴儿游泳,1302,1904,宾馆酒店 宾馆酒店 宾馆酒店 中餐厅 中餐厅 生活服务场所 洗浴推拿场所 培训机构 美容美发店 住宅区 美容美发店 洗浴推拿场所 生活服务场所 生活服务场所 住宅区 美容美发店 婴儿服务场所,90,1624,4,1302,1302,4
91,1,91,楚平路,4,114.374592244000000,30.502317178900000,590,0.000017560849540,590,689,103497232,5115,tertiary,楚平路, ,F,0,0.000000000000000,F,F,城市次干道,817.192591057999950,533,汽车维修 汽车综合维修 汽车综合维修 汽车服务相关 休闲场所 电信公司 电信公司 物流速递 驾校 公司企业 宿舍 建材五金市场 电信公司 中国移动营业厅 临街院门 宿舍 中国移动营业厅 临街院,324,364,汽车维修 汽车综合维修 汽车综合维修 汽车服务相关 休闲场所 公司 公司 物流速递 驾校 公司企业 住宅区 家居建材市场 公司 电讯营业厅 临街院门 住宅区 电讯营业厅 临街院门 工厂 公司企业,91,533,-1,324,324,-1
92,1,92,三环线古田加油站对面,45,114.264351086999990,30.651512234100000,1947,0.000003039042917,1947,2159,142674633,5112,trunk,三环线, ,F,0,0.000000000000000,F,F,高架及快速路,2137.335682940000000,2341,餐饮相关 公园 商务住宅相关 宾馆酒店 村庄级地名 游泳馆 公司 住宿服务相关 风景名胜 风景名胜 路口名 临街院门 公司 洗浴推拿场所 公交车站相关 公交车站相关 网球场 别墅 工厂 物流速递,1815,20,餐饮相关场所 公园广场 商务住宅相关 宾馆酒店 普通地名 运动场馆 公司 住宿服务相关 风景名胜 风景名胜 交通地名 临街院门 公司 洗浴推拿场所 公交车站 公交车站 运动场馆 住宅区 工厂 物,92,2341,-1,1815,1815,-1
93,1,93,和平大道下桥处德成长江国际门口段,12,114.332430590000000,30.592557922499999,4555,0.000504189210620,4555,4988,307415576,5122,residential, , ,B,0,0.000000000000000,F,F,城市支路,551.007263640000020,1622,住宅小区 住宅小区 公司企业 冷饮店 中餐厅 冷饮店 临街院门 美容美发店 住宅小区 维修站点 临街院门 中学 乡镇以下级政府及事业单位 乡镇以下级政府及事业单位 生活服务场所 生活服务场,1300,351,住宅区 住宅区 公司企业 冷饮店 中餐厅 冷饮店 临街院门 美容美发店 住宅区 维修站点 临街院门 学校 政府机关 政府机关 生活服务场所 生活服务场所 社会团体 休闲场所 住宅区 餐饮相关场所,93,1622,-1,1300,1300,-1
94,1,94,东湖高新,2,114.375358105000000,30.464793462500001,192,0.013251354423800,192,224,98582997,5121,unclassified, , ,B,0,0.000000000000000,F,F,城市支路,2331.874241860000000,45, ,0,0, ,94,0,0,0,0,0
95,1,95,解放大道前进一路,12,114.277180996000000,30.580319690600000,2448,0.000062625615647,2448,2773,177618181,5115,tertiary,民主一街, ,F,0,0.000000000000000,F,F,城市次干道,1644.678452720000000,1489,生活服务场所 生活服务场所 生活服务场所 路边停车场 公共停车场 生活服务场所 生活服务场所 生活服务场所 生活服务场所 生活服务场所 经济型连锁酒店 住宅小区 临街院门 临街院门 公司,1182,1881,生活服务场所 生活服务场所 生活服务场所 停车场 停车场 生活服务场所 生活服务场所 生活服务场所 生活服务场所 生活服务场所 宾馆酒店 住宅区 临街院门 临街院门 公司 住宿服务相关 生活,95,1489,4,1182,1182,4
96,1,96,育才路11号,4,114.279745973999990,30.616592411900001,81,0.000132362481545,81,101,51404404,5122,residential,育才路, ,B,0,0.000000000000000,F,F,城市支路,711.436113226999960,1917,楼栋号 住宅小区 楼栋号 餐饮相关 楼栋号 楼栋号 住宅小区 楼栋号 楼栋号 楼栋号 培训机构 住宅小区 培训机构 楼栋号 楼栋号 楼栋号 楼栋号 楼栋号 楼栋号 生活服务场所 住宅小区 生活服务,1558,1158,门牌信息 住宅区 门牌信息 餐饮相关场所 门牌信息 门牌信息 住宅区 门牌信息 门牌信息 门牌信息 培训机构 住宅区 培训机构 门牌信息 门牌信息 门牌信息 门牌信息 门牌信息 门牌信息 生活服,96,1917,4,1558,1558,4
97,1,97,东湖风景区白马小路至果批段,25,114.400471892000000,30.545834870499998,4993,0.000945771781820,4993,5576,388433250,5111,motorway,东湖隧道, ,F,70,-1.000000000000000,F,T,高架及快速路,7575.977222919999800,1087,公园景点售票处 公共厕所 交通银行ATM 交通银行ATM 生活服务场所 公用电话 便民商店/便利店 临街院门 专营店 公园景点售票处 公园景点售票处 生活服务场所 风景名胜 信息咨询中心 医疗保健,816,150,售票处 公共厕所 自动提款机 自动提款机 生活服务场所 公用电话 便民商店/便利店 临街院门 专卖店 售票处 售票处 生活服务场所 风景名胜 信息咨询中心 医疗保健服务场所 交通服务相关 商务,97,1087,-1,816,816,-1
98,1,98,经开区四新南路新华园二路6处,34,114.209721126000010,30.515683373500000,7365,0.000164366303854,7365,8416,721828543,5114,secondary, , ,F,0,0.000000000000000,F,F,城市主干道,3369.060310460000000,683,生活服务场所 生活服务场所 生活服务场所 美容美发店 广告装饰 生活服务场所 生活服务场所 公交车站相关 生活服务场所 生活服务场所 公交车站相关 公共厕所 中国石油 网吧 汽车服务相关,441,141,生活服务场所 生活服务场所 生活服务场所 美容美发店 公司 生活服务场所 生活服务场所 公交车站 生活服务场所 生活服务场所 公交车站 公共厕所 加油站 娱乐场所 汽车服务相关 住宅区 物流,98,683,4,441,441,4
99,1,99,洪山区虎泉街保利华都1处,5,114.378488936000000,30.507857716400000,2235,0.000394304558538,2235,2492,169556483,5122,residential, , ,B,0,0.000000000000000,F,F,城市支路,157.073003734000000,594,生活服务场所 出入口 临街院门 生活服务场所 停车场出入口 公共停车场 出入口 地铁站 公司 生活服务场所 美容美发店 餐饮相关 临街院门 路边停车场 临街院门 洗浴推拿场所 住宿服务相关 住,373,715,生活服务场所 地铁站 临街院门 生活服务场所 停车场 停车场 地铁站 地铁站 公司 生活服务场所 美容美发店 餐饮相关场所 临街院门 停车场 临街院门 洗浴推拿场所 住宿服务相关 住宿服务相关,99,594,-1,373,373,-1
100,1,100,武胜路电车公司,4,114.263437868000000,30.576752526700002,7054,0.000151453177171,7054,8069,667794410,5113,primary,武胜路, ,F,0,0.000000000000000,F,F,城市主干道,1128.173461460000000,1425,洗浴推拿场所 公共停车场 茶艺馆 生活服务场所 生活服务场所 生活服务场所 美容美发店 培训机构 旅馆招待所 停车场出入口 住宅小区 旅馆招待所 洗浴推拿场所 洗浴推拿场所 生活服务场所,1125,1450,洗浴推拿场所 停车场 茶艺馆 生活服务场所 生活服务场所 生活服务场所 美容美发店 培训机构 旅馆招待所 停车场 住宅区 旅馆招待所 洗浴推拿场所 洗浴推拿场所 生活服务场所 医疗保健服务,100,1425,4,1125,1125,4
101,1,101,武昌片区,5,114.310542939000000,30.556204121499999,3250,0.000243171621572,3250,3620,231781499,5113,primary,中山路, ,F,0,0.000000000000000,F,F,城市主干道,509.214358118000010,1191,住宅小区 临街院门 政府及社会团体相关 清真菜馆 宿舍 彩票彩券销售点 中餐厅 临街院门 公共停车场 路边停车场 公司企业 生活服务场所 洗浴推拿场所 公司企业 生活服务场所 汽车服务相关,912,776,住宅区 临街院门 政府及社会团体相关 中餐厅 住宅区 彩票彩券销售点 中餐厅 临街院门 停车场 停车场 公司企业 生活服务场所 洗浴推拿场所 公司企业 生活服务场所 汽车服务相关 停车场 汽车,101,1191,5,912,912,5
